RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,1,9652041,ACME-740,,,L=86,,,TC1,MON10
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,1,9652041,ACME-740,,,L=86,,,TC2,MON10
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,2,9652594,ACME-767,,,L=87,,,TC35,MON14
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,2,9652594,ACME-767,,,L=87,,,TC35,MON30
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,2,9652594,ACME-767,,,L=87,,,TC36,MON14
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,2,9652594,ACME-767,,,L=87,,,TC36,MON30
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,3,9652697,ACME-768,,,L=38,P=1-2,,TC41,MON33
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,3,9652697,ACME-768,,,L=38,P=1-2,,TC42,MON33
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,4,9652891,ACME-769,,,L=38,P=3-4,,TC43,MON15
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,4,9652891,ACME-769,,,L=38,P=3-4,,TC43,MON25
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,4,9652891,ACME-769,,,L=38,P=3-4,,TC44,MON15
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,4,9652891,ACME-769,,,L=38,P=3-4,,TC44,MON25
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,5,9652903,ACME-770,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,6,9652915,ACME-771,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,7,9652861,ACME-772,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,8,9652867,ACME-773,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,9,9652879,ACME-774,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,10,9652897,ACME-775,,,,,,,
