RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,1,3469321,ACME-300,L/H Headlight,TOP RH FRONT,L=57,,,TC44,MON50
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,1,3469321,ACME-300,L/H Headlight,TOP RH FRONT,L=57,,,TC45,MON50
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC9,MON10
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC9,MON11
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC10,MON10
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC10,MON11
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC11,MON10
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3469322,ACME-500,R/H Headlight,TOP FRONT,L=30,,,TC11,MON11
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,3,3469323,ACME-100,Left Qtr Panel,BOTTON FRONT,L=53,,,TC18,MON44
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,3,3469323,ACME-100,Left Qtr Panel,BOTTON FRONT,L=53,,,TC19,MON44
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC35,MON31
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC35,MON32
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC36,MON31
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC36,MON32
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC37,MON31
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3469324,ACME-200,Right Qtr Panel,BOTTOM BACK,L=35,,,TC37,MON32
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,5,3469325,ACME-400,Grill,,,,,,MON1
AC2-07356.DAT,\\server1\AC2-DATA,7356,Autoclave #2,XB-Falcon-Body,2022-10-24T01:32:02,2022-10-24T21:22:58,1190.93,196141,raymond,AU NSR,Third Party Disclosure Requires Written Approval,5,3469325,ACME-400,Grill,,,,,,MON2
