RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,1,2251277,ACME-700,Door Handle,F,,,,TC44,MON28
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,1,2251277,ACME-700,Door Handle,F,,,,TC45,MON28
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,2,2251278,ACME-701,Door Handle,F,L 75,,,TC1,MON10
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,2,2251278,ACME-701,Door Handle,F,L 75,,,TC2,MON10
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC13,MON16
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC13,MON17
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC14,MON16
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC14,MON17
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC39,MON16
AC2-07341.DAT,\\server1\AC2-DATA,7341,Autoclave #2,ACME HIGH PRESSURE,2022-10-11T15:21:30,2022-10-12T08:13:27,1011.95,417209,RAJ,AU NSR,Third Party Disclosure Requires Written Approval,3,2251276,ACME-702,BONDED PART,F,L38 & 35,,,TC39,MON17
