RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,1,8126137,ACME-806,,,,,,TC24,MON8
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,1,8126137,ACME-806,,,,,,TC25,MON8
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,2,8125639,ACME-737,,,,,,TC10,MON16
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,2,8125639,ACME-737,,,,,,TC10,MON17
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,2,8125639,ACME-737,,,,,,TC11,MON16
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,2,8125639,ACME-737,,,,,,TC11,MON17
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,3,8125633,ACME-736,,,,,,,
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,4,8126262,ACME-732,,,,,,,
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,5,8126261,ACME-733,,,,,,,
AC3-07007.DAT,\\server1\AC3-DATA,AC3 - 5877,Autoclave #3,ACME High Pressure,2020-05-28T13:28:46,2020-05-28T23:20:09,591.38,228205,Victor,AU NSR,Third Party Disclosure Requires Written Approval,6,8125635,ACME-730,,,,,,,
